c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,ciclo_de_cultivo,nombre_cientifico
66,RISARALDA,66440,MARSELLA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,27,27,15,0.55,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
66,RISARALDA,66383,LA CELIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,22,22,13,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
66,RISARALDA,66687,SANTUARIO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,13,13,20,1.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
66,RISARALDA,66682,SANTA ROSA DE CABAL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,8,8,6,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
66,RISARALDA,66594,QUINCHIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,6,5,10,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
66,RISARALDA,66170,DOS QUEBRADAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,2,2,3,1.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68872,VILLANUEVA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,711,642,642,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68679,SAN GIL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,618,518,311,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68468,MOLAGAVITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,300,293,384,1.31,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68669,SAN ANDRES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,250,230,276,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68575,PUERTO WILCHES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,190,170,255,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68686,SAN MIGUEL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,129,125,125,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68684,SAN JOSE DE MIRANDA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,128,120,144,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68615,RIONEGRO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,100,100,105,1.05,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68051,ARATOCA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,70,70,91,1.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68464,MOGOTES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,60,30,39,1.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68705,SANTA BARBARA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,57,54,24,0.44,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68547,PIEDECUESTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,47,47,94,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68682,SAN JOAQUIN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,45,43,34,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68770,SUAITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,28,27,51,1.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68368,JESUS MARIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,24,21,42,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68502,ONZAGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,24,24,24,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68500,OIBA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,20,18,29,1.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68855,VALLE DE SAN JOSE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,20,18,27,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68895,ZAPATOCA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,16,16,16,1.05,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68318,GUACA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,15,15,16,1.05,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68444,MATANZA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,14,9,14,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68217,COROMORO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,11,8,8,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68572,PUENTE NACIONAL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,11,11,14,1.25,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68533,PARAMO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,10,10,15,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68820,TONA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,10,8,10,1.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68745,SIMACOTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,9,8,6,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68397,LA PAZ,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,8,8,16,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68001,BUCARAMANGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,6,6,12,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68432,MALAGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,6,6,9,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68773,SUCRE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,6,6,12,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68524,PALMAS DEL SOCORRO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,5,5,8,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68780,SURATA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,5,5,6,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68498,OCAMONTE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,3,3,3,1.1,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
68,SANTANDER,68549,PINCHOTE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,2,2,3,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70418,LOS PALMITOS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,46,16,6,0.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70001,SINCELEJO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,10,10,6,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70233,EL ROBLE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,7,5,3,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70215,COROZAL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,5,5,3,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70235,GALERAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,5,5,2,0.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70523,PALMITO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,5,5,2,0.35,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
70,SUCRE,70230,CHALAN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,4,3,2,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73124,CAJAMARCA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,2500,2500,4500,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73616,RIOBLANCO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,1350,1350,1230,0.91,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73622,RONCESVALLES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,1200,1050,1155,1.1,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73001,IBAGUE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,710,670,670,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73675,SAN ANTONIO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,600,550,770,1.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73283,FRESNO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,500,500,402,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73555,PLANADAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,420,400,1000,2.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73870,VILLAHERMOSA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,350,308,277,0.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73168,CHAPARRAL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,140,140,210,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73067,ATACO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,100,85,88,1.04,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73411,LIBANO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,94,84,168,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73520,PALOCABILDO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,80,70,119,1.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73236,DOLORES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,60,48,72,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73678,SAN LUIS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,60,10,10,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73226,CUNDAY,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,50,45,23,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73686,SANTA ISABEL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,50,42,44,1.05,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73347,HERVEO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,45,45,43,0.95,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73352,ICONONZO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,38,30,15,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73270,FALAN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,25,25,50,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73217,COYAIMA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,21,7,10,1.43,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73026,ALVARADO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,15,15,8,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73873,VILLARRICA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,6,6,5,0.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
73,TOLIMA,73055,ARMERO (GUAYABAL),LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012A,3,3,3,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8685,SANTO TOMAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,260,180,126,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8832,TUBARA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,50,42,29,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8433,MALAMBO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,40,40,16,0.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8549,PIOJO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,40,23,16,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8638,SABANALARGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,40,9,7,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8296,GALAPA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,38,37,37,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
8,ATLANTICO,8560,PONEDERA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,16,16,13,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13473,MORALES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,950,850,510,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13688,SANTA ROSA DEL SUR,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,350,350,175,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13894,ZAMBRANO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,320,320,292,0.91,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13442,MARIA LA BAJA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,300,225,338,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13647,SAN ESTANISLAO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,130,15,11,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13744,SIMITI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,120,120,60,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13212,CORDOBA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,100,100,120,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13873,VILLANUEVA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,100,70,84,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13074,BARRANCO DE LOBA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,75,75,75,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15790,TASCO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,15,15,30,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13667,SAN MARTIN DE LOBA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,25,25,23,0.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13760,SOPLAVIENTO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,20,18,18,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13268,EL PEÑON,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,15,15,15,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13620,SAN CRISTOBAL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,15,10,15,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13001,CARTAGENA DE INDIAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,3,2,2,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
13,BOLIVAR,13657,SAN JUAN NEPOMUCENO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,3,3,3,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15897,ZETAQUIRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,205,205,205,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15380,LA CAPILLA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,200,198,208,1.05,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15798,TENZA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,134,134,134,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15469,MONIQUIRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,101,99,99,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15494,NUEVO COLON,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,95,95,95,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15425,MACANAL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,60,60,119,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15673,SAN MATEO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,60,60,60,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15455,MIRAFLORES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,50,44,53,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15681,SAN PABLO DE BORBUR,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,50,50,15,0.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15804,TIBANA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,50,50,60,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15835,TURMEQUE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,50,45,45,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15842,UMBITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,43,43,54,1.26,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15022,ALMEIDA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,42,42,76,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15176,CHIQUINQUIRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,40,30,24,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15322,GUATEQUE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,40,40,103,2.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15664,SAN JOSE DE PARE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,35,35,21,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15097,BOAVITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,30,20,6,0.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15189,CIENEGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,30,30,60,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15272,FIRAVITOBA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,30,10,6,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15325,GUAYATA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,28,24,36,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15660,SAN EDUARDO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,28,28,31,1.1,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15621,RONDON,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,27,27,32,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15761,SOMONDOCO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,27,26,42,1.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15109,BUENAVISTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,25,10,5,0.45,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15135,CAMPOHERMOSO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,24,24,36,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15299,GARAGOA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,22,22,40,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15367,JENESANO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,20,20,40,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15511,PACHAVITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,20,20,46,2.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15514,PAEZ,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,20,20,20,1.02,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15599,RAMIRIQUI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,20,17,10,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15808,TINJACA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,20,20,14,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15212,COPER,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,18,15,16,1.07,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15810,TIPACOQUE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,18,12,10,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15090,BERBEO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,15,13,8,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15806,TIBASOSA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,15,15,30,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15763,SOTAQUIRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,14,14,24,1.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15180,CHISCAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,10,10,15,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15403,LA UVITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,10,10,12,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15753,SOATA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,10,10,6,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15778,SUTATENZA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,10,10,18,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15106,BRICEÑO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,8,6,6,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15693,SANTA ROSA DE VITERBO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,8,8,11,1.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15516,PAIPA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,7,6,11,1.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
