c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,ciclo_de_cultivo,nombre_cientifico
17,CALDAS,17013,AGUADAS,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,11,11,33,3.0,HOJA FRESCA,PERMANENTE,
17,CALDAS,17042,ANSERMA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,2,2,2,1.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25799,TENJO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,130,127,279,2.2,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25898,ZIPACON,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,58,51,612,12.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25245,EL COLEGIO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,43,36,242,6.7,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,24,23,90,4.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25377,LA CALERA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,16,16,471,30.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25843,UBATE,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,11,11,77,7.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25175,CHIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,1,1,33,25.0,HOJA FRESCA,PERMANENTE,
54,NORTE DE SANTANDER,54518,PAMPLONA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,4,4,12,3.0,HOJA FRESCA,PERMANENTE,
63,QUINDIO,63690,SALENTO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,32,32,800,25.0,HOJA FRESCA,PERMANENTE,
63,QUINDIO,63272,FILANDIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,6,6,66,11.0,HOJA FRESCA,PERMANENTE,
66,RISARALDA,66001,PEREIRA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,104,104,3910,37.6,HOJA FRESCA,PERMANENTE,
66,RISARALDA,66440,MARSELLA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,13,13,254,20.0,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76863,VERSALLES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,5,5,57,11.3,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76001,CALI,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,5,3,6,2.0,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76377,LA CUMBRE,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,4,4,20,5.0,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76520,PALMIRA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,4,4,4,1.0,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76036,ANDALUCIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,3,3,15,5.0,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76606,RESTREPO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,3,3,2,0.8,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76828,TRUJILLO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,3,3,15,6.0,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76275,FLORIDA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015,2,2,10,5.0,HOJA FRESCA,PERMANENTE,
19,CAUCA,19548,PIENDAMO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015A,23,22,132,6.0,HOJA FRESCA,TRANSITORIO,
19,CAUCA,19743,SILVIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015A,7,6,136,22.7,HOJA FRESCA,TRANSITORIO,
25,CUNDINAMARCA,25718,SASAIMA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015A,4,4,280,70.0,HOJA FRESCA,TRANSITORIO,
25,CUNDINAMARCA,25823,TOPAIPI,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015A,3,3,21,7.0,HOJA FRESCA,TRANSITORIO,
19,CAUCA,19548,PIENDAMO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015B,20,20,120,6.0,HOJA FRESCA,TRANSITORIO,
19,CAUCA,19743,SILVIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015B,7,6,136,22.7,HOJA FRESCA,TRANSITORIO,
25,CUNDINAMARCA,25718,SASAIMA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2015,2015B,4,3,210,70.0,HOJA FRESCA,TRANSITORIO,
15,BOYACA,15632,SABOYA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,10,8,24,3.0,HOJA FRESCA,PERMANENTE,
15,BOYACA,15162,CERINZA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,6,0,0,,HOJA FRESCA,PERMANENTE,
15,BOYACA,15621,RONDON,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,2,2,4,2.3,HOJA FRESCA,PERMANENTE,
17,CALDAS,17013,AGUADAS,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,11,11,33,3.0,HOJA FRESCA,PERMANENTE,
17,CALDAS,17877,VITERBO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,6,6,50,8.33,HOJA FRESCA,PERMANENTE,
18,CAQUETA,18001,FLORENCIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,4,3,6,2.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25486,NEMOCON,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,400,350,2450,7.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25040,ANOLAIMA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,183,178,1246,7.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25245,EL COLEGIO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,44,35,246,7.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25843,UBATE,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,33,15,102,7.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25312,GRANADA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,25,20,140,7.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,24,23,92,4.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25377,LA CALERA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,18,16,471,30.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25898,ZIPACON,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,11,7,84,12.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25885,YACOPI,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,4,4,16,4.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25175,CHIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,3,0,1,7.0,HOJA FRESCA,PERMANENTE,
54,NORTE DE SANTANDER,54518,PAMPLONA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,4,4,12,3.0,HOJA FRESCA,PERMANENTE,
63,QUINDIO,63272,FILANDIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,6,6,66,11.0,HOJA FRESCA,PERMANENTE,
66,RISARALDA,66001,PEREIRA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,157,80,3564,44.5,HOJA FRESCA,PERMANENTE,
66,RISARALDA,66440,MARSELLA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,12,12,240,20.0,HOJA FRESCA,PERMANENTE,
66,RISARALDA,66170,DOS QUEBRADAS,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,11,11,129,11.7,HOJA FRESCA,PERMANENTE,
66,RISARALDA,66682,SANTA ROSA DE CABAL,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,2,0,0,,HOJA FRESCA,PERMANENTE,
68,SANTANDER,68013,AGUADA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,2,0,0,,HOJA FRESCA,PERMANENTE,
73,TOLIMA,73483,NATAGAIMA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,22,20,18,0.9,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76001,CALI,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,6,6,12,2.0,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76863,VERSALLES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,5,2,25,11.0,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76520,PALMIRA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,4,4,6,1.5,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76606,RESTREPO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,2,2,2,0.8,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76828,TRUJILLO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016,2,2,12,6.0,HOJA FRESCA,PERMANENTE,
19,CAUCA,19548,PIENDAMO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016A,16,16,96,6.0,HOJA FRESCA,TRANSITORIO,
19,CAUCA,19743,SILVIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016A,10,10,209,22.0,HOJA FRESCA,TRANSITORIO,
25,CUNDINAMARCA,25898,ZIPACON,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016A,8,8,96,12.0,HOJA FRESCA,TRANSITORIO,
25,CUNDINAMARCA,25823,TOPAIPI,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016A,7,7,49,7.0,HOJA FRESCA,TRANSITORIO,
25,CUNDINAMARCA,25718,SASAIMA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016A,4,4,280,70.0,HOJA FRESCA,TRANSITORIO,
19,CAUCA,19548,PIENDAMO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016B,16,16,96,6.0,HOJA FRESCA,TRANSITORIO,
19,CAUCA,19743,SILVIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016B,10,10,220,22.0,HOJA FRESCA,TRANSITORIO,
25,CUNDINAMARCA,25898,ZIPACON,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016B,8,8,96,12.0,HOJA FRESCA,TRANSITORIO,
25,CUNDINAMARCA,25718,SASAIMA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2016,2016B,4,4,280,70.0,HOJA FRESCA,TRANSITORIO,
15,BOYACA,15632,SABOYA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,10,10,30,3.0,HOJA FRESCA,PERMANENTE,
15,BOYACA,15162,CERINZA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,7,6,18,3.0,HOJA FRESCA,PERMANENTE,
15,BOYACA,15621,RONDON,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,2,2,5,2.3,HOJA FRESCA,PERMANENTE,
17,CALDAS,17013,AGUADAS,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,11,11,33,3.0,HOJA FRESCA,PERMANENTE,
17,CALDAS,17877,VITERBO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,6,6,50,8.3,HOJA FRESCA,PERMANENTE,
18,CAQUETA,18001,FLORENCIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,4,4,8,2.0,HOJA FRESCA,PERMANENTE,
19,CAUCA,19130,CAJIBIO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,2,2,11,6.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25486,NEMOCON,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,400,400,2800,7.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25040,ANOLAIMA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,181,180,1260,7.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,26,23,92,4.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25175,CHIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,3,2,15,7.0,HOJA FRESCA,PERMANENTE,
54,NORTE DE SANTANDER,54518,PAMPLONA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,4,4,12,3.0,HOJA FRESCA,PERMANENTE,
63,QUINDIO,63594,QUIMBAYA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,2,2,14,9.0,HOJA FRESCA,PERMANENTE,
63,QUINDIO,63111,BUENAVISTA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,1,0,0,,HOJA FRESCA,PERMANENTE,
66,RISARALDA,66001,PEREIRA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,130,130,5765,44.45,HOJA FRESCA,PERMANENTE,
66,RISARALDA,66440,MARSELLA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,14,13,264,20.0,HOJA FRESCA,PERMANENTE,
68,SANTANDER,68013,AGUADA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,2,2,8,4.0,HOJA FRESCA,PERMANENTE,
73,TOLIMA,73483,NATAGAIMA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,12,5,4,0.8,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76020,ALCALA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,51,0,0,,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76736,SEVILLA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,10,10,40,4.0,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76863,VERSALLES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,5,5,58,11.0,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76001,CALI,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,4,4,8,2.0,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76520,PALMIRA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,4,4,19,5.0,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76828,TRUJILLO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,3,2,12,6.0,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76606,RESTREPO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,2,2,2,0.8,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76275,FLORIDA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,2,2,8,5.0,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76892,YUMBO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,1,1,30,30.0,HOJA FRESCA,PERMANENTE,
76,VALLE DEL CAUCA,76111,BUGA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017,1,1,12,12.0,HOJA FRESCA,PERMANENTE,
19,CAUCA,19548,PIENDAMO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017A,16,16,27,1.7,HOJA FRESCA,TRANSITORIO,
19,CAUCA,19743,SILVIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017A,10,10,209,22.0,HOJA FRESCA,TRANSITORIO,
25,CUNDINAMARCA,25718,SASAIMA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017A,4,4,280,70.0,HOJA FRESCA,TRANSITORIO,
63,QUINDIO,63272,FILANDIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017A,4,4,45,11.2,HOJA FRESCA,TRANSITORIO,
63,QUINDIO,63690,SALENTO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017A,1,1,30,25.0,HOJA FRESCA,TRANSITORIO,
19,CAUCA,19548,PIENDAMO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017B,16,16,96,6.0,HOJA FRESCA,TRANSITORIO,
19,CAUCA,19743,SILVIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017B,10,10,220,22.0,HOJA FRESCA,TRANSITORIO,
63,QUINDIO,63272,FILANDIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017B,5,5,56,11.2,HOJA FRESCA,TRANSITORIO,
63,QUINDIO,63690,SALENTO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2017,2017B,1,1,33,25.0,HOJA FRESCA,TRANSITORIO,
15,BOYACA,15632,SABOYA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,20,20,140,7.0,HOJA FRESCA,PERMANENTE,
15,BOYACA,15162,CERINZA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,7,7,34,4.8,HOJA FRESCA,PERMANENTE,
15,BOYACA,15621,RONDON,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,3,3,7,2.3,HOJA FRESCA,PERMANENTE,
17,CALDAS,17013,AGUADAS,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,12,12,36,3.0,HOJA FRESCA,PERMANENTE,
17,CALDAS,17877,VITERBO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,6,6,50,8.3,HOJA FRESCA,PERMANENTE,
18,CAQUETA,18001,FLORENCIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,4,4,8,2.0,HOJA FRESCA,PERMANENTE,
19,CAUCA,19130,CAJIBIO,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,1,1,3,6.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25486,NEMOCON,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,400,400,2800,7.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25040,ANOLAIMA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,183,181,1267,7.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,26,26,104,4.0,HOJA FRESCA,PERMANENTE,
25,CUNDINAMARCA,25175,CHIA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,4,4,25,7.0,HOJA FRESCA,PERMANENTE,
54,NORTE DE SANTANDER,54518,PAMPLONA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,4,4,12,3.0,HOJA FRESCA,PERMANENTE,
63,QUINDIO,63594,QUIMBAYA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,2,2,14,9.0,HOJA FRESCA,PERMANENTE,
63,QUINDIO,63111,BUENAVISTA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,1,0,0,,HOJA FRESCA,PERMANENTE,
66,RISARALDA,66001,PEREIRA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,138,130,5901,45.5,HOJA FRESCA,PERMANENTE,
66,RISARALDA,66440,MARSELLA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,14,13,264,20.0,HOJA FRESCA,PERMANENTE,
68,SANTANDER,68013,AGUADA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,4,4,16,4.0,HOJA FRESCA,PERMANENTE,
73,TOLIMA,73483,NATAGAIMA,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,FLORES Y FOLLAJES,2018,2018,10,10,8,0.8,HOJA FRESCA,PERMANENTE,
